rank,playerName,team,gamePlayed,price,totalScore,averageScore,value,img
347,Josh Thomas,Magpies,7,"$432,000 ",408,58.3,13.5,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
348,Luke McDonald I,Kangaroos,5,"$442,000 ",290,58,13.1,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
349,Brayden Ham,Bombers,1,"$189,000 ",58,58,30.7,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
350,Shaun McKernan I,Bombers,3,"$476,000 ",174,58,12.2,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
351,Tim O'Brien,Hawks,2,"$360,000 ",116,58,16.1,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
352,Jimmy Webster I,Saints,7,"$442,000 ",405,57.9,13.1,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
353,Ben Ainsworth,Suns,5,"$414,000 ",289,57.8,14,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
354,Tarryn Thomas,Kangaroos,5,"$334,000 ",288,57.6,17.2,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
355,Nick Larkey,Kangaroos,2,"$228,000 ",115,57.5,25.2,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
356,Josh Rotham,Eagles,2,"$216,000 ",115,57.5,26.6,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
357,Kayne Turner,Kangaroos,7,"$385,000 ",402,57.4,14.9,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
358,Jason Castagna,Tigers,6,"$405,000 ",343,57.2,14.1,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
359,Daniel Talia,Crows,7,"$398,000 ",400,57.1,14.4,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
360,Daniel Lloyd,Giants,7,"$400,000 ",400,57.1,14.3,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
361,Mason Cox I,Magpies,6,"$402,000 ",342,57,14.2,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
362,Colin O'Riordan,Swans,1,"$366,000 ",57,57,15.6,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
363,Jackson Trengove,Bulldogs,2,"$485,000 ",114,57,11.8,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
364,Jayden Hunt,Demons,7,"$409,000 ",398,56.9,13.9,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
365,Tom Clurey,Power,7,"$398,000 ",397,56.7,14.2,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
366,Joshua Kennedy,Eagles,6,"$406,000 ",340,56.7,14,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
367,Ethan Hughes,Dockers,7,"$395,000 ",396,56.6,14.3,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
368,Kieren Jack,Swans,3,"$417,000 ",169,56.3,13.5,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
369,Lachlan Schultz,Dockers,3,"$268,000 ",169,56.3,21,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
370,Charlie Ballard,Suns,7,"$371,000 ",394,56.3,15.2,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
371,Tom Cole,Eagles,7,"$387,000 ",394,56.3,14.5,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
372,Zak Butters,Power,7,"$360,000 ",394,56.3,15.6,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
373,Lachlan Murphy,Crows,7,"$389,000 ",394,56.3,14.5,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
374,Will Hayward,Swans,4,"$418,000 ",225,56.2,13.5,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
375,Rhys Mathieson,Lions,5,"$422,000 ",281,56.2,13.3,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
376,Jordan Roughead,Magpies,7,"$391,000 ",393,56.1,14.4,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
377,Zach Guthrie,Cats,1,"$308,000 ",56,56,18.2,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
378,Charlie Curnow,Blues,4,"$440,000 ",224,56,12.7,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
379,Jack Darling,Eagles,7,"$396,000 ",391,55.9,14.1,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
380,Jake Kolodjashnij,Cats,7,"$372,000 ",390,55.7,15,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
381,Michael Gibbons,Blues,7,"$348,000 ",390,55.7,16,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
382,Darcy Gardiner,Lions,7,"$392,000 ",390,55.7,14.2,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
383,Nicholas Holman,Suns,6,"$405,000 ",334,55.7,13.7,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
384,Tom Atkins,Cats,7,"$343,000 ",389,55.6,16.2,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
385,Matthew Parker,Saints,7,"$326,000 ",388,55.4,17,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
386,Matthew Buntine,Giants,6,"$358,000 ",332,55.3,15.5,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
387,Ryan Clarke,Swans,4,"$441,000 ",221,55.2,12.5,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
388,Oleg Markov I,Tigers,2,"$233,000 ",110,55,23.6,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
389,Dylan Moore,Hawks,2,"$211,000 ",110,55,26.1,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
390,Zac Bailey,Lions,3,"$390,000 ",165,55,14.1,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
391,Matt Guelfi,Bombers,6,"$405,000 ",328,54.7,13.5,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
392,Jesse Joyce,Suns,6,"$379,000 ",327,54.5,14.4,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
393,Maverick Weller,Tigers,2,"$463,000 ",109,54.5,11.8,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
394,Lincoln McCarthy,Lions,7,"$352,000 ",380,54.3,15.4,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
395,Dougal Howard,Power,5,"$364,000 ",271,54.2,14.9,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
396,Oscar McInerney,Lions,7,"$365,000 ",379,54.1,14.8,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
397,Shai Bolton,Tigers,3,"$276,000 ",162,54,19.6,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
398,Ryan Bastinac,Lions,3,"$419,000 ",162,54,12.9,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
399,Bailey Scott,Kangaroos,4,"$289,000 ",216,54,18.7,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
400,Harry Morrison,Hawks,5,"$414,000 ",269,53.8,13,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
401,Jayden Short I,Tigers,3,"$509,000 ",161,53.7,10.5,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
402,Mark Hutchings,Eagles,7,"$398,000 ",374,53.4,13.4,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
403,Tom Lynch,Tigers,7,"$398,000 ",371,53,13.3,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
404,Samuel Wright,Kangaroos,3,"$422,000 ",159,53,12.6,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
405,Jordan Clark,Cats,6,"$331,000 ",318,53,16,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
406,Tom McDonald,Demons,7,"$420,000 ",369,52.7,12.6,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
407,James Rowbottom,Swans,2,"$254,000 ",105,52.5,20.7,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
408,Caleb Marchbank,Blues,5,"$366,000 ",261,52.2,14.3,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
409,Paul Puopolo,Hawks,7,"$378,000 ",365,52.1,13.8,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
410,Tom Sparrow,Demons,2,"$257,000 ",104,52,20.2,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
411,Corey Wagner,Demons,4,"$279,000 ",208,52,18.6,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
412,Mitchell Lewis,Hawks,3,"$240,000 ",156,52,21.7,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
413,Daniel Rioli I,Tigers,7,"$383,000 ",364,52,13.6,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
414,Harrison Himmelberg,Giants,7,"$368,000 ",363,51.9,14.1,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
415,Sam Weideman,Demons,6,"$362,000 ",311,51.8,14.3,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
416,George Horlin-Smith,Suns,4,"$403,000 ",206,51.5,12.8,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
417,Dylan Grimes,Tigers,6,"$369,000 ",309,51.5,14,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
418,Ryan Lester,Lions,2,"$437,000 ",103,51.5,11.8,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
419,Callum Wilkie,Saints,7,"$332,000 ",357,51,15.4,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
420,Myles Poholke,Crows,2,"$343,000 ",102,51,14.9,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
421,Eric Hipwood,Lions,7,"$370,000 ",357,51,13.8,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
422,Sam Switkowski,Dockers,4,"$354,000 ",203,50.8,14.3,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
423,Lachlan Keeffe,Giants,2,"$290,000 ",101,50.5,17.4,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
424,Liam Ryan,Eagles,7,"$362,000 ",353,50.4,13.9,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
425,Samuel Collins,Suns,7,"$334,000 ",353,50.4,15.1,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
426,Hunter Clark,Saints,3,"$388,000 ",151,50.3,13,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
427,Taylin Duman,Dockers,3,"$425,000 ",151,50.3,11.8,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
428,Ben Long,Saints,5,"$360,000 ",248,49.6,13.8,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
429,Connor Menadue,Tigers,2,"$331,000 ",99,49.5,15,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
430,Josh Bruce,Saints,7,"$336,000 ",346,49.4,14.7,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
431,Jack Riewoldt I,Tigers,3,"$496,000 ",148,49.3,9.9,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
432,Paul Ahern,Kangaroos,2,"$462,000 ",98,49,10.6,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
433,Daniel McKenzie,Saints,6,"$353,000 ",293,48.8,13.8,https://4.bp.blogspot.com/-zKaLdtxHmH0/XNfK7Rve0YI/AAAAAAAACvk/2ZrpCCQ0bgooCN8Qf4_qthNactLGbFopwCLcBGAs/s1600/default.jpg
